id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,noncomm_positions_long_old,noncomm_positions_short_old,noncomm_positions_spread,comm_positions_long_old,comm_positions_short_old,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,noncomm_positions_long_other,noncomm_positions_short_other,noncomm_positions_spread_1,comm_positions_long_other,comm_positions_short_other,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_noncomm_long_all,change_in_noncomm_short_all,change_in_noncomm_spead_all,change_in_comm_long_all,change_in_comm_short_all,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_noncomm_long_all,pct_of_oi_noncomm_short_all,pct_of_oi_noncomm_spread,pct_of_oi_comm_long_all,pct_of_oi_comm_short_all,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_noncomm_long_old,pct_of_oi_noncomm_short_old,pct_of_oi_noncomm_spread_1,pct_of_oi_comm_long_old,pct_of_oi_comm_short_old,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_noncomm_long_other,pct_of_oi_noncomm_short_other,pct_of_oi_noncomm_spread_2,pct_of_oi_comm_long_other,pct_of_oi_comm_short_other,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_noncomm_long_all,traders_noncomm_short_all,traders_noncomm_spread_all,traders_comm_long_all,traders_comm_short_all,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_noncomm_long_old,traders_noncomm_short_old,traders_noncomm_spead_old,traders_comm_long_old,traders_comm_short_old,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_noncomm_long_other,traders_noncomm_short_other,traders_noncomm_spread_other,traders_comm_long_other,traders_comm_short_other,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined
230905146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-09-05T00:00:00.000,2023 Report Week 36,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4515,3790,2508,244,31,1288,4065,4040,450,475,4515,3790,2508,244,31,1288,4065,4040,450,475,0,0,0,0,0,0,0,0,0,0,390,509,38,83,-2,249,590,370,-200,20,100.0,83.9,55.5,5.4,0.7,28.5,90.0,89.5,10.0,10.5,100.0,83.9,55.5,5.4,0.7,28.5,90.0,89.5,10.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,31,30,9,1,5,33,44,68,31,30,9,1,5,33,44,0,0,0,0,0,0,0,0,39.5,34.4,56.1,48.8,38.0,34.4,53.8,48.8,39.5,34.4,56.1,48.8,38.0,34.4,53.8,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
230912146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-09-12T00:00:00.000,2023 Report Week 37,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5181,4396,2868,226,29,1486,4651,4580,530,601,5181,4396,2868,226,29,1486,4651,4580,530,601,0,0,0,0,0,0,0,0,0,0,666,606,360,-18,-2,198,586,540,80,126,100.0,84.8,55.4,4.4,0.6,28.7,89.8,88.4,10.2,11.6,100.0,84.8,55.4,4.4,0.6,28.7,89.8,88.4,10.2,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,30,33,12,1,5,34,47,69,30,33,12,1,5,34,47,0,0,0,0,0,0,0,0,40.0,34.5,58.7,49.0,38.9,34.5,56.9,49.0,40.0,34.5,58.7,49.0,38.9,34.5,56.9,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
230919146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-09-19T00:00:00.000,2023 Report Week 38,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4560,3663,2391,385,28,1265,4076,4041,484,519,4560,3663,2391,385,28,1265,4076,4041,484,519,0,0,0,0,0,0,0,0,0,0,-621,-733,-477,159,-1,-221,-575,-539,-46,-82,100.0,80.3,52.4,8.4,0.6,27.7,89.4,88.6,10.6,11.4,100.0,80.3,52.4,8.4,0.6,27.7,89.4,88.6,10.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,32,31,11,1,5,36,44,69,32,31,11,1,5,36,44,0,0,0,0,0,0,0,0,35.6,34.6,52.0,49.3,34.6,34.6,49.3,49.3,35.6,34.6,52.0,49.3,34.6,34.6,49.3,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
230926146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-09-26T00:00:00.000,2023 Report Week 39,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4647,3781,2372,324,0,1307,4105,4003,542,644,4647,3781,2372,324,0,1307,4105,4003,542,644,0,0,0,0,0,0,0,0,0,0,87,118,-19,-61,-28,42,29,-38,58,125,100.0,81.4,51.0,7.0,0.0,28.1,88.3,86.1,11.7,13.9,100.0,81.4,51.0,7.0,0.0,28.1,88.3,86.1,11.7,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,30,26,8,0,5,32,37,61,30,26,8,0,5,32,37,0,0,0,0,0,0,0,0,36.5,36.4,53.5,51.6,31.8,36.0,48.5,49.5,36.5,36.4,53.5,51.6,31.8,36.0,48.5,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231003146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-10-03T00:00:00.000,2023 Report Week 40,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,3809,3062,2469,117,94,757,3273,3343,536,466,3809,3062,2469,117,94,757,3273,3343,536,466,0,0,0,0,0,0,0,0,0,0,-838,-719,97,-207,94,-550,-832,-660,-6,-178,100.0,80.4,64.8,3.1,2.5,19.9,85.9,87.8,14.1,12.2,100.0,80.4,64.8,3.1,2.5,19.9,85.9,87.8,14.1,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,29,26,9,3,4,34,38,62,29,26,9,3,4,34,38,0,0,0,0,0,0,0,0,36.6,37.9,51.2,54.3,35.9,37.9,49.4,53.7,36.6,37.9,51.2,54.3,35.9,37.9,49.4,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231010146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-10-10T00:00:00.000,2023 Report Week 41,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4766,4029,3023,148,0,1037,4177,4208,589,558,4766,4029,3023,148,0,1037,4177,4208,589,558,0,0,0,0,0,0,0,0,0,0,957,967,554,31,-94,280,904,865,53,92,100.0,84.5,63.4,3.1,0.0,21.8,87.6,88.3,12.4,11.7,100.0,84.5,63.4,3.1,0.0,21.8,87.6,88.3,12.4,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,30,28,11,0,5,33,41,63,30,28,11,0,5,33,41,0,0,0,0,0,0,0,0,38.9,33.5,57.5,50.9,38.8,33.5,56.5,50.9,38.9,33.5,57.5,50.9,38.8,33.5,56.5,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231017146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-10-17T00:00:00.000,2023 Report Week 42,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5358,4644,3308,204,17,1317,4865,4829,493,529,5358,4644,3308,204,17,1317,4865,4829,493,529,0,0,0,0,0,0,0,0,0,0,592,615,285,56,17,280,688,621,-96,-29,100.0,86.7,61.7,3.8,0.3,24.6,90.8,90.1,9.2,9.9,100.0,86.7,61.7,3.8,0.3,24.6,90.8,90.1,9.2,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,30,31,12,1,5,35,44,66,30,31,12,1,5,35,44,0,0,0,0,0,0,0,0,45.0,33.4,63.1,49.5,44.9,33.4,62.3,49.2,45.0,33.4,63.1,49.5,44.9,33.4,62.3,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231024146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-10-24T00:00:00.000,2023 Report Week 43,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4721,3596,3130,306,157,833,4059,4269,662,452,4721,3596,3130,306,157,833,4059,4269,662,452,0,0,0,0,0,0,0,0,0,0,-637,-1048,-178,102,140,-484,-806,-560,169,-77,100.0,76.2,66.3,6.5,3.3,17.6,86.0,90.4,14.0,9.6,100.0,76.2,66.3,6.5,3.3,17.6,86.0,90.4,14.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,30,29,12,3,5,38,41,64,30,29,12,3,5,38,41,0,0,0,0,0,0,0,0,37.0,29.5,48.3,46.7,36.3,29.4,46.9,45.5,37.0,29.5,48.3,46.7,36.3,29.4,46.9,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231031146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-10-31T00:00:00.000,2023 Report Week 44,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4127,2807,3293,164,368,264,3339,3721,788,406,4127,2807,3293,164,368,264,3339,3721,788,406,0,0,0,0,0,0,0,0,0,0,-594,-789,163,-142,211,-569,-720,-548,126,-46,100.0,68.0,79.8,4.0,8.9,6.4,80.9,90.2,19.1,9.8,100.0,68.0,79.8,4.0,8.9,6.4,80.9,90.2,19.1,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,29,28,9,3,4,38,36,63,29,28,9,3,4,38,36,0,0,0,0,0,0,0,0,31.4,32.5,44.3,50.0,31.4,32.5,44.3,50.0,31.4,32.5,44.3,50.0,31.4,32.5,44.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231107146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-11-07T00:00:00.000,2023 Report Week 45,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,4610,3210,3947,201,250,110,3661,4258,949,352,4610,3210,3947,201,250,110,3661,4258,949,352,0,0,0,0,0,0,0,0,0,0,483,403,654,37,-118,-154,322,537,161,-54,100.0,69.6,85.6,4.4,5.4,2.4,79.4,92.4,20.6,7.6,100.0,69.6,85.6,4.4,5.4,2.4,79.4,92.4,20.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,30,31,11,3,2,41,37,67,30,31,11,3,2,41,37,0,0,0,0,0,0,0,0,29.6,34.1,40.4,57.2,29.6,34.0,40.4,57.2,29.6,34.1,40.4,57.2,29.6,34.0,40.4,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231114146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-11-14T00:00:00.000,2023 Report Week 46,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5385,3520,4577,307,564,125,4391,5009,994,376,5385,3520,4577,307,564,125,4391,5009,994,376,0,0,0,0,0,0,0,0,0,0,775,310,630,106,314,15,730,751,45,24,100.0,65.4,85.0,5.7,10.5,2.3,81.5,93.0,18.5,7.0,100.0,65.4,85.0,5.7,10.5,2.3,81.5,93.0,18.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,37,29,10,4,3,46,37,72,37,29,10,4,3,46,37,0,0,0,0,0,0,0,0,20.4,33.4,34.3,56.4,20.4,32.1,34.3,54.2,20.4,33.4,34.3,56.4,20.4,32.1,34.3,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231121146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-11-21T00:00:00.000,2023 Report Week 47,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5319,3616,4414,389,413,194,4418,4997,901,322,5319,3616,4414,389,413,194,4418,4997,901,322,0,0,0,0,0,0,0,0,0,0,-66,96,-163,82,-151,69,27,-12,-93,-54,100.0,68.0,83.0,7.3,7.8,3.6,83.1,93.9,16.9,6.1,100.0,68.0,83.0,7.3,7.8,3.6,83.1,93.9,16.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,34,31,9,4,3,44,37,71,34,31,9,4,3,44,37,0,0,0,0,0,0,0,0,22.2,33.8,37.9,56.5,22.2,31.7,37.9,54.1,22.2,33.8,37.9,56.5,22.2,31.7,37.9,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231128146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-11-28T00:00:00.000,2023 Report Week 48,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5748,4274,5259,93,541,101,4908,5453,840,295,5748,4274,5259,93,541,101,4908,5453,840,295,0,0,0,0,0,0,0,0,0,0,429,658,845,-296,128,-93,490,456,-61,-27,100.0,74.4,91.5,1.6,9.4,1.8,85.4,94.9,14.6,5.1,100.0,74.4,91.5,1.6,9.4,1.8,85.4,94.9,14.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,39,31,7,4,2,47,36,76,39,31,7,4,2,47,36,0,0,0,0,0,0,0,0,27.6,29.4,43.9,51.7,27.6,29.4,43.9,51.4,27.6,29.4,43.9,51.7,27.6,29.4,43.9,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231205146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-12-05T00:00:00.000,2023 Report Week 49,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,6373,4281,5630,148,875,104,5304,5882,1069,491,6373,4281,5630,148,875,104,5304,5882,1069,491,0,0,0,0,0,0,0,0,0,0,625,7,371,55,334,3,396,429,229,196,100.0,67.2,88.3,2.3,13.7,1.6,83.2,92.3,16.8,7.7,100.0,67.2,88.3,2.3,13.7,1.6,83.2,92.3,16.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,39,31,10,4,2,50,37,77,39,31,10,4,2,50,37,0,0,0,0,0,0,0,0,22.8,38.3,38.4,58.8,22.8,38.2,38.4,58.5,22.8,38.3,38.4,58.8,22.8,38.2,38.4,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231212146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-12-12T00:00:00.000,2023 Report Week 50,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5193,3387,4499,299,607,96,4293,4894,900,299,5193,3387,4499,299,607,96,4293,4894,900,299,0,0,0,0,0,0,0,0,0,0,-1180,-894,-1131,151,-268,-8,-1011,-988,-169,-192,100.0,65.2,86.6,5.8,11.7,1.8,82.7,94.2,17.3,5.8,100.0,65.2,86.6,5.8,11.7,1.8,82.7,94.2,17.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,38,28,10,4,2,49,34,73,38,28,10,4,2,49,34,0,0,0,0,0,0,0,0,21.5,32.9,35.7,54.2,21.5,32.9,35.7,53.6,21.5,32.9,35.7,54.2,21.5,32.9,35.7,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231219146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-12-19T00:00:00.000,2023 Report Week 51,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5137,3532,4275,230,435,223,4197,4728,940,409,5137,3532,4275,230,435,223,4197,4728,940,409,0,0,0,0,0,0,0,0,0,0,-56,145,-224,-69,-172,127,-96,-166,40,110,100.0,68.8,83.2,4.5,8.5,4.3,81.7,92.0,18.3,8.0,100.0,68.8,83.2,4.5,8.5,4.3,81.7,92.0,18.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,35,29,11,4,3,44,39,71,35,29,11,4,3,44,39,0,0,0,0,0,0,0,0,21.6,34.5,36.2,54.0,21.6,34.4,36.2,53.9,21.6,34.5,36.2,54.0,21.6,34.4,36.2,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
231226146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2023-12-26T00:00:00.000,2023 Report Week 52,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5621,3935,4857,263,521,222,4719,5342,902,279,5621,3935,4857,263,521,222,4719,5342,902,279,0,0,0,0,0,0,0,0,0,0,484,403,582,33,86,-1,522,614,-38,-130,100.0,70.0,86.4,4.7,9.3,3.9,84.0,95.0,16.0,5.0,100.0,70.0,86.4,4.7,9.3,3.9,84.0,95.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,39,28,14,3,3,48,40,74,39,28,14,3,3,48,40,0,0,0,0,0,0,0,0,21.2,35.0,37.3,58.9,21.0,35.0,37.0,58.7,21.2,35.0,37.3,58.9,21.0,35.0,37.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240102146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-01-02T00:00:00.000,2024 Report Week 01,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5548,3835,4768,123,678,381,4636,5272,912,276,5548,3835,4768,123,678,381,4636,5272,912,276,0,0,0,0,0,0,0,0,0,0,-73,-100,-89,-140,157,159,-83,-70,10,-3,100.0,69.1,85.9,2.2,12.2,6.9,83.6,95.0,16.4,5.0,100.0,69.1,85.9,2.2,12.2,6.9,83.6,95.0,16.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,42,23,8,4,3,49,32,73,42,23,8,4,3,49,32,0,0,0,0,0,0,0,0,23.2,33.7,39.4,58.2,22.7,33.1,39.0,57.7,23.2,33.7,39.4,58.2,22.7,33.1,39.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240109146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-01-09T00:00:00.000,2024 Report Week 02,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5853,4301,4811,260,351,465,4912,5536,941,317,5853,4301,4811,260,351,465,4912,5536,941,317,0,0,0,0,0,0,0,0,0,0,305,466,43,137,-327,84,276,264,29,41,100.0,73.5,82.2,4.4,6.0,7.9,83.9,94.6,16.1,5.4,100.0,73.5,82.2,4.4,6.0,7.9,83.9,94.6,16.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,40,25,12,3,4,48,37,72,40,25,12,3,4,48,37,0,0,0,0,0,0,0,0,22.9,33.4,37.1,58.0,22.5,32.6,36.8,57.2,22.9,33.4,37.1,58.0,22.5,32.6,36.8,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240116146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-01-16T00:00:00.000,2024 Report Week 03,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,6556,4656,5929,226,657,125,5539,6280,1017,276,6556,4656,5929,226,657,125,5539,6280,1017,276,0,0,0,0,0,0,0,0,0,0,703,355,1118,-34,306,-340,627,744,76,-41,100.0,71.0,90.4,3.4,10.0,1.9,84.5,95.8,15.5,4.2,100.0,71.0,90.4,3.4,10.0,1.9,84.5,95.8,15.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,46,31,8,5,3,56,38,85,46,31,8,5,3,56,38,0,0,0,0,0,0,0,0,18.3,32.4,30.7,54.5,18.3,31.8,30.5,53.9,18.3,32.4,30.7,54.5,18.3,31.8,30.5,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240123146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-01-23T00:00:00.000,2024 Report Week 04,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,6136,4241,5068,412,489,220,5142,5700,994,436,6136,4241,5068,412,489,220,5142,5700,994,436,0,0,0,0,0,0,0,0,0,0,-420,-415,-861,186,-168,95,-397,-580,-23,160,100.0,69.1,82.6,6.7,8.0,3.6,83.8,92.9,16.2,7.1,100.0,69.1,82.6,6.7,8.0,3.6,83.8,92.9,16.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,39,25,17,5,4,50,42,73,39,25,17,5,4,50,42,0,0,0,0,0,0,0,0,19.2,34.3,33.4,57.5,18.7,33.3,32.5,56.6,19.2,34.3,33.4,57.5,18.7,33.3,32.5,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240130146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-01-30T00:00:00.000,2024 Report Week 05,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5141,3869,4686,152,323,76,4344,4914,797,227,5141,3869,4686,152,323,76,4344,4914,797,227,0,0,0,0,0,0,0,0,0,0,-995,-372,-382,-260,-166,-144,-798,-786,-197,-209,100.0,75.3,91.1,3.0,6.3,1.5,84.5,95.6,15.5,4.4,100.0,75.3,91.1,3.0,6.3,1.5,84.5,95.6,15.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,39,29,5,4,3,44,37,75,39,29,5,4,3,44,37,0,0,0,0,0,0,0,0,20.9,37.9,36.2,63.0,20.9,37.9,35.9,63.0,20.9,37.9,36.2,63.0,20.9,37.9,35.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
240206146021F,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2024-02-06T00:00:00.000,2024 Report Week 06,ETHER CASH SETTLED,146021,CME ,CHI,146 ,ETHER,5668,4496,5157,137,237,77,4870,5371,798,297,5668,4496,5157,137,237,77,4870,5371,798,297,0,0,0,0,0,0,0,0,0,0,527,627,471,-15,-86,1,526,457,1,70,100.0,79.3,91.0,2.4,4.2,1.4,85.9,94.8,14.1,5.2,100.0,79.3,91.0,2.4,4.2,1.4,85.9,94.8,14.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,39,28,5,3,2,44,34,73,39,28,5,3,2,44,34,0,0,0,0,0,0,0,0,24.7,35.9,40.0,62.0,24.7,35.9,39.7,62.0,24.7,35.9,40.0,62.0,24.7,35.9,39.7,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(50 Index Points),ETHEREUM (ETHER),DIGITAL ASSET,FINANCIAL INSTRUMENTS,FutOnly
